assay,n_assayed,n_positive_log_odds,selection_fraction,top_one_percent_precision,top_one_percent_enrichment,top_one_percent_recall,top_one_percent_retained,top_ten_percent_retained,fit_recall_at_1,top_one_percent_recall_at_1,top_ten_percent_recall_at_1,best_recall_at_1,fit_recall_at_5,top_one_percent_recall_at_5,top_ten_percent_recall_at_5,best_recall_at_5,fit_recall_at_8,top_one_percent_recall_at_8,top_ten_percent_recall_at_8,best_recall_at_8,fit_recall_at_10,top_one_percent_recall_at_10,top_ten_percent_recall_at_10,best_recall_at_10,fit_recall_at_16,top_one_percent_recall_at_16,top_ten_percent_recall_at_16,best_recall_at_16,fit_recall_at_25,top_one_percent_recall_at_25,top_ten_percent_recall_at_25,best_recall_at_25,fit_recall_at_32,top_one_percent_recall_at_32,top_ten_percent_recall_at_32,best_recall_at_32,fit_recall_at_50,top_one_percent_recall_at_50,top_ten_percent_recall_at_50,best_recall_at_50,fit_recall_at_64,top_one_percent_recall_at_64,top_ten_percent_recall_at_64,best_recall_at_64,fit_recall_at_100,top_one_percent_recall_at_100,top_ten_percent_recall_at_100,best_recall_at_100,fit_recall_at_128,top_one_percent_recall_at_128,top_ten_percent_recall_at_128,best_recall_at_128,fit_recall_at_250,top_one_percent_recall_at_250,top_ten_percent_recall_at_250,best_recall_at_250,fit_recall_at_256,top_one_percent_recall_at_256,top_ten_percent_recall_at_256,best_recall_at_256,fit_recall_at_500,top_one_percent_recall_at_500,top_ten_percent_recall_at_500,best_recall_at_500,top_one_percent_hit_at_8,random_top_one_percent_hit_at_8,top_ten_percent_hit_at_8,random_top_ten_percent_hit_at_8,best_hit_at_8,random_best_hit_at_8
HEM3_HUMAN_Loggerenberg_2023,5689,237,0.04165934259096502,0.008438818565400843,0.8422533126064106,0.03508771929824561,True,True,0.0,0.0,0.0,0.0,0.001053370786516854,0.0,0.0,0.0,0.0014044943820224719,0.0,0.0,0.0,0.0014044943820224719,0.0,0.0,0.0,0.0028089887640449437,0.0,0.0035149384885764497,0.0,0.0052668539325842695,0.0,0.007029876977152899,0.0,0.006320224719101123,0.0,0.007029876977152899,0.0,0.01228932584269663,0.0,0.014059753954305799,0.0,0.01580056179775281,0.0,0.0210896309314587,0.0,0.026334269662921347,0.0,0.0351493848857645,0.0,0.03476123595505618,0.0,0.05272407732864675,0.0,0.06355337078651685,0.05263157894736842,0.09490333919156414,0.0,0.06495786516853932,0.05263157894736842,0.09666080843585237,0.0,0.12570224719101122,0.08771929824561403,0.1704745166959578,0.0,False,0.07744546786038731,False,0.5698356150780628,False,0.0014062225347157842
KCNE1_HUMAN_Muhammad_2023_function,2315,504,0.21771058315334774,0.021825396825396824,2.105241402116402,0.4583333333333333,True,True,0.0008438818565400844,0.0,0.0,0.0,0.0033755274261603376,0.0,0.0,0.0,0.00590717299578059,0.041666666666666664,0.008620689655172414,0.0,0.007594936708860759,0.041666666666666664,0.008620689655172414,0.0,0.01181434599156118,0.125,0.017241379310344827,0.0,0.017721518987341773,0.125,0.03017241379310345,0.0,0.020253164556962026,0.125,0.034482758620689655,0.0,0.027848101265822784,0.25,0.05603448275862069,1.0,0.03459915611814346,0.3333333333333333,0.06465517241379311,1.0,0.049789029535864976,0.3333333333333333,0.09051724137931035,1.0,0.060759493670886074,0.3333333333333333,0.11206896551724138,1.0,0.11983122362869199,0.4166666666666667,0.19827586206896552,1.0,0.1248945147679325,0.4166666666666667,0.2025862068965517,1.0,0.249789029535865,0.4583333333333333,0.33620689655172414,1.0,True,0.08010638650828628,True,0.5709382366338452,False,0.003455723542116651
KCNH2_HUMAN_Kozek_2020,200,24,0.12,0.0,0.0,0.0,False,False,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.43,0.0,0.15,0.0,0.68,0.5,0.55,0.0,0.81,0.5,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.07859296482412048,False,0.5763563876868145,False,0.040000000000000036
KCNJ2_MOUSE_Coyote-Maestas_2022_function,6963,575,0.08257934798219159,0.01565217391304348,1.556944099378882,0.12857142857142856,True,True,0.0002870264064293915,0.0,0.0,0.0,0.0014351320321469576,0.014285714285714285,0.0028694404591104736,0.0,0.0020091848450057405,0.014285714285714285,0.00430416068866571,0.0,0.0025832376578645237,0.014285714285714285,0.005738880918220947,0.0,0.0031572904707233064,0.014285714285714285,0.005738880918220947,0.0,0.004592422502870264,0.02857142857142857,0.007173601147776184,0.0,0.006027554535017222,0.02857142857142857,0.007173601147776184,0.0,0.010332950631458095,0.02857142857142857,0.011477761836441894,0.0,0.01320321469575201,0.02857142857142857,0.014347202295552367,0.0,0.02095292766934558,0.02857142857142857,0.024390243902439025,0.0,0.02525832376578645,0.02857142857142857,0.03299856527977044,0.0,0.04936854190585534,0.1,0.06743185078909612,0.0,0.0505166475315729,0.1,0.06886657101865136,0.0,0.0978760045924225,0.12857142857142856,0.11908177905308465,0.0,True,0.07768914813852934,True,0.570109791547476,False,0.0011489300588828355
LGK_LIPST_Klesmith_2015,7890,499,0.06324461343472751,0.04609218436873747,4.545841683366733,0.2875,True,True,0.00025348542458808617,0.0,0.0012674271229404308,0.0,0.0012674271229404308,0.0,0.0025348542458808617,0.0,0.0020278833967046894,0.0,0.0025348542458808617,0.0,0.0020278833967046894,0.0,0.0025348542458808617,0.0,0.0032953105196451204,0.0125,0.005069708491761723,0.0,0.00532319391634981,0.0125,0.0076045627376425855,0.0,0.006844106463878327,0.0125,0.0076045627376425855,0.0,0.010139416983523447,0.025,0.01394169835234474,0.0,0.013688212927756654,0.0375,0.022813688212927757,0.0,0.02002534854245881,0.0875,0.03929024081115336,0.0,0.02610899873257288,0.1,0.051964512040557666,0.0,0.047655259822560206,0.1625,0.08491761723700887,0.0,0.048922686945500636,0.175,0.08745247148288973,0.0,0.09784537389100127,0.2875,0.16730038022813687,0.0,False,0.078327885188336,True,0.5697026079309642,False,0.0010139416983525606
MET_HUMAN_Estevam_2023,5393,423,0.07843500834414982,0.018912529550827423,1.888801330881709,0.14814814814814814,True,True,0.00030441400304414006,0.0,0.0,0.0,0.0009132420091324201,0.0,0.0,0.0,0.0015220700152207,0.0,0.001851851851851852,0.0,0.00213089802130898,0.018518518518518517,0.003703703703703704,0.0,0.0036529680365296802,0.018518518518518517,0.003703703703703704,0.0,0.00578386605783866,0.018518518518518517,0.007407407407407408,0.0,0.0073059360730593605,0.018518518518518517,0.007407407407407408,0.0,0.01156773211567732,0.018518518518518517,0.011111111111111112,0.0,0.014611872146118721,0.018518518518518517,0.014814814814814815,0.0,0.022222222222222223,0.018518518518518517,0.020370370370370372,0.0,0.029223744292237442,0.037037037037037035,0.027777777777777776,0.0,0.058447488584474884,0.07407407407407407,0.06481481481481481,0.0,0.059969558599695584,0.07407407407407407,0.06666666666666667,0.0,0.12450532724505327,0.18518518518518517,0.15555555555555556,0.0,False,0.0774005795498467,True,0.570277765404581,False,0.0014834044131282198
NPC1_HUMAN_Erwood_2022_HEK293T,637,75,0.11773940345368916,0.08,7.279999999999999,0.8571428571428571,True,True,0.004149377593360996,0.0,0.015625,0.0,0.016597510373443983,0.0,0.0625,0.0,0.029045643153526972,0.0,0.078125,0.0,0.03734439834024896,0.0,0.09375,0.0,0.06224066390041494,0.2857142857142857,0.140625,0.0,0.08713692946058091,0.2857142857142857,0.171875,0.0,0.0995850622406639,0.2857142857142857,0.1875,0.0,0.14522821576763487,0.5714285714285714,0.296875,1.0,0.1991701244813278,0.7142857142857143,0.34375,1.0,0.3112033195020747,0.8571428571428571,0.46875,1.0,0.3900414937759336,0.8571428571428571,0.609375,1.0,0.6763485477178424,1.0,0.84375,1.0,0.6804979253112033,1.0,0.84375,1.0,0.9585062240663901,1.0,0.96875,1.0,False,0.08505468386507475,True,0.5734484949050204,False,0.012558869701726927
NPC1_HUMAN_Erwood_2022_RPE1,63,9,0.14285714285714285,0.1111111111111111,7.0,1.0,True,True,0.030303030303030304,0.0,0.0,0.0,0.09090909090909091,0.0,0.14285714285714285,0.0,0.15151515151515152,0.0,0.14285714285714285,0.0,0.21212121212121213,1.0,0.2857142857142857,1.0,0.36363636363636365,1.0,0.42857142857142855,1.0,0.42424242424242425,1.0,0.5714285714285714,1.0,0.5454545454545454,1.0,0.7142857142857143,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.1269841269841272,True,0.6332216117054938,False,0.1269841269841272
OTC_HUMAN_Lo_2023,1570,79,0.05031847133757962,0.0379746835443038,3.7262658227848102,0.1875,True,True,0.001277139208173691,0.0,0.006329113924050633,0.0,0.006385696040868455,0.0,0.0189873417721519,0.0,0.010217113665389528,0.0,0.03164556962025317,0.0,0.01277139208173691,0.0,0.04430379746835443,0.0,0.020434227330779056,0.125,0.06329113924050633,0.0,0.03065134099616858,0.125,0.10126582278481013,0.0,0.037037037037037035,0.125,0.10759493670886076,0.0,0.06002554278416347,0.1875,0.15822784810126583,0.0,0.07662835249042145,0.1875,0.22151898734177214,0.0,0.12132822477650064,0.25,0.27848101265822783,0.0,0.1558109833971903,0.25,0.3291139240506329,0.0,0.29246487867177523,0.3125,0.5063291139240507,0.0,0.3001277139208174,0.3125,0.5063291139240507,0.0,0.5466155810983397,0.5,0.7278481012658228,0.0,False,0.07884886035803629,True,0.5728201722963064,False,0.005095541401273884
OXDA_RHOTO_Vanella_2023_activity,6396,324,0.05065666041275797,0.027777777777777776,2.7760416666666665,0.140625,True,True,0.00016353229762878168,0.0,0.0,0.0,0.0008176614881439084,0.0,0.0015625,0.0,0.0013082583810302534,0.0,0.0015625,0.0,0.001635322976287817,0.0,0.003125,0.0,0.002616516762060507,0.0,0.00625,0.0,0.004088307440719542,0.0,0.0125,0.0,0.005233033524121014,0.0,0.0140625,0.0,0.008176614881439084,0.0,0.021875,0.0,0.010466067048242027,0.015625,0.0265625,0.0,0.016353229762878167,0.03125,0.0453125,0.0,0.02060506950122649,0.03125,0.05625,0.0,0.04039247751430908,0.125,0.1,0.0,0.041373671300081766,0.125,0.1015625,0.0,0.08078495502861816,0.15625,0.165625,0.0,False,0.07734279522842569,True,0.5699815665634516,False,0.0012507817385865039
PAI1_HUMAN_Huttinger_2021,5345,524,0.0980355472404116,0.02480916030534351,2.4556474413344644,0.24074074074074073,True,True,0.0003904724716907458,0.018518518518518517,0.001869158878504673,0.0,0.001952362358453729,0.018518518518518517,0.003738317757009346,0.0,0.0031237797735259665,0.018518518518518517,0.005607476635514018,0.0,0.003904724716907458,0.037037037037037035,0.007476635514018692,0.0,0.005857087075361187,0.037037037037037035,0.007476635514018692,0.0,0.008980866848887154,0.037037037037037035,0.014953271028037384,0.0,0.011323701679031628,0.037037037037037035,0.018691588785046728,0.0,0.017571261226083563,0.037037037037037035,0.028037383177570093,0.0,0.02225693088637251,0.037037037037037035,0.03925233644859813,0.0,0.033190160093713394,0.037037037037037035,0.056074766355140186,0.0,0.0417805544709098,0.09259259259259259,0.07102803738317758,0.0,0.07965638422491214,0.16666666666666666,0.14205607476635515,0.0,0.08199921905505662,0.16666666666666666,0.14205607476635515,0.0,0.1569699336196798,0.2222222222222222,0.23551401869158878,0.0,True,0.07807164024578539,True,0.5701413838490729,False,0.0014967259120672871
PHOT_CHLRE_Chen_2023,2122,94,0.04429783223374175,0.02127659574468085,2.0522243713733075,0.09090909090909091,True,True,0.0005470459518599562,0.0,0.0,0.0,0.002735229759299781,0.0,0.009389671361502348,0.0,0.00437636761487965,0.0,0.009389671361502348,0.0,0.005470459518599562,0.0,0.014084507042253521,0.0,0.0087527352297593,0.0,0.028169014084507043,0.0,0.013676148796498906,0.0,0.04225352112676056,0.0,0.0175054704595186,0.045454545454545456,0.06103286384976526,0.0,0.02735229759299781,0.09090909090909091,0.07511737089201878,0.0,0.0350109409190372,0.09090909090909091,0.08450704225352113,0.0,0.05470459518599562,0.09090909090909091,0.12206572769953052,0.0,0.0700218818380744,0.13636363636363635,0.13615023474178403,0.0,0.13676148796498905,0.22727272727272727,0.23943661971830985,0.0,0.1400437636761488,0.22727272727272727,0.24882629107981222,0.0,0.27297592997811815,0.2727272727272727,0.4131455399061033,0.0,False,0.08012006819509421,True,0.5716059813463312,False,0.0037700282752120007
PPARG_HUMAN_Majithia_2016,9576,1048,0.10944026733500417,0.026717557251908396,2.665076335877863,0.2916666666666667,True,True,0.00013303179459890914,0.0,0.0,0.0,0.0006651589729945457,0.0,0.0,0.0,0.0010642543567912731,0.0,0.0,0.0,0.0013303179459890914,0.0,0.0,0.0,0.0021285087135825462,0.0,0.0010427528675703858,0.0,0.0031927630703738196,0.0,0.0010427528675703858,0.0,0.004123985632566184,0.010416666666666666,0.0020855057351407717,0.0,0.006385526140747639,0.020833333333333332,0.006256517205422315,0.0,0.008114939470533458,0.020833333333333332,0.006256517205422315,0.0,0.012904084076094186,0.07291666666666667,0.013555787278415016,0.0,0.01662897432486364,0.08333333333333333,0.021897810218978103,0.0,0.032858853265930556,0.14583333333333334,0.04483837330552659,0.0,0.033657044033524014,0.14583333333333334,0.049009384775808136,0.0,0.0655846747372622,0.19791666666666666,0.09593326381647549,0.0,False,0.07746950005917652,False,0.5702318361779433,False,0.0008354218880535225
PTEN_HUMAN_Mighell_2018,7260,520,0.07162534435261708,0.03461538461538462,3.4425711275026347,0.2465753424657534,True,True,0.00018590816136828406,0.0,0.0,0.0,0.0007436326454731362,0.0,0.0,0.0,0.0013013571295779885,0.0,0.0,0.0,0.0016731734523145567,0.0,0.0,0.0,0.002788622420524261,0.0,0.0,0.0,0.00408997955010225,0.0,0.0013774104683195593,0.0,0.005391336679680238,0.0,0.004132231404958678,0.0,0.008365867261572783,0.0273972602739726,0.013774104683195593,0.0,0.01096858152072876,0.0547945205479452,0.01928374655647383,0.0,0.0174753671686187,0.0821917808219178,0.030303030303030304,0.0,0.022123071202825802,0.1095890410958904,0.0371900826446281,0.0,0.04294478527607362,0.1506849315068493,0.0743801652892562,0.0,0.04387432608291504,0.1643835616438356,0.07713498622589532,0.0,0.08626138687488381,0.2191780821917808,0.13636363636363635,0.0,False,0.07770220898278124,False,0.5697173517582803,False,0.001101928374655614
Q59976_STRSQ_Romero_2015,2999,171,0.05701900633544515,0.023391812865497075,2.338401559454191,0.13333333333333333,True,True,0.0005063291139240507,0.0,0.0,0.0,0.0020253164556962027,0.0,0.0,0.0,0.0035443037974683543,0.0,0.0033333333333333335,0.0,0.004556962025316456,0.0,0.0033333333333333335,0.0,0.007594936708860759,0.0,0.006666666666666667,0.0,0.011645569620253165,0.03333333333333333,0.023333333333333334,0.0,0.015189873417721518,0.03333333333333333,0.03,0.0,0.02430379746835443,0.06666666666666667,0.05,0.0,0.03139240506329114,0.06666666666666667,0.05333333333333334,0.0,0.04911392405063291,0.06666666666666667,0.09,0.0,0.062278481012658225,0.06666666666666667,0.11,0.0,0.1210126582278481,0.16666666666666666,0.21333333333333335,0.0,0.12354430379746835,0.16666666666666666,0.21666666666666667,0.0,0.24,0.43333333333333335,0.36333333333333334,0.0,False,0.0773673593977392,True,0.5701075092188381,False,0.002667555851950887
