all_rho,unfit_rho,fit_rho,fittest_rho,model
0.6696114659617936,0.18020146208637863,0.39700187641069123,0.1632514436223247,ESM3_sm_both
0.498953296060309,0.13395405976179278,0.24143061450082856,-0.05898388486452066,ESM3_sm_both
0.46310636651772547,0.2730469122061339,0.2087674187655152,-0.11891182638681506,ESM3_sm_both
0.6243030956338438,0.4586149778285338,0.30255223194831565,-0.07802701541787739,ESM3_sm_both
0.6852364255706662,0.5208406666564637,0.3702728831156288,0.05157389477750682,ESM3_sm_both
0.454329139330978,0.4026342615230105,0.23890343281873672,-0.15629429224454833,ESM3_sm_both
0.43215973150031123,0.23470925909550927,0.15683186854298786,0.3334524085971734,ESM3_sm_both
0.7616526254709889,0.4423644188270198,0.3413864231940511,0.26534855508777744,ESM3_sm_both
0.20358559719255973,0.2761048766745304,0.046469556682099726,-0.06045476528853143,ESM3_sm_both
0.24876434951436996,-0.04208557149477434,0.11231658144405801,0.12631096234014627,ESM3_sm_both
0.6548433781964557,0.5263289976129896,0.1188297076143631,0.10151596638982745,ESM3_sm_both
0.25059494022234813,0.11571548019320668,0.134507099670559,-0.009893422135481026,ESM3_sm_both
0.5736753474885432,0.6349447420164078,0.26551130755321845,-0.001212100697932408,ESM3_sm_both
0.6672585489135299,0.6974787053152293,0.13357805091880856,-0.1836052463609021,ESM3_sm_both
0.6507018235593094,0.24669152428685753,0.26979659496568387,0.06510294322585775,ESM3_sm_both
0.4853777583966436,0.4653916924173302,0.1500099855804554,-0.07222185577890276,ESM3_sm_both
0.6639869635244289,0.5319489664571817,0.32546542409157275,0.07895715319971529,ESM3_sm_both
0.4993213167032024,0.25802701901928726,0.36317562717109747,-0.028111804816508025,ESM3_sm_both
0.4755043322447209,0.3056525287034377,0.11185286042875653,0.040413709030460314,ESM3_sm_both
0.45782483396246465,0.13704074034677163,0.13552008880216548,0.03039379556038729,ESM3_sm_both
0.6143709619064478,0.37253023238146166,0.36474816723443404,0.107300609010579,ESM3_sm_both
0.5126673183768828,0.31007731764034285,0.2354273333419312,0.10286629953958654,ESM3_sm_both
0.6317800158307102,0.2122514519919663,0.30594352421123,0.18698806968543932,ESM3_sm_both
0.4580422777415571,0.2613351615416419,0.18291103414109594,-0.17173571468560425,ESM3_sm_both
0.36871966796746375,0.25384728134004936,0.080314434394056,-0.2356797748303464,ESM3_sm_both
0.03125952586792343,0.1427433726095683,0.18336223717409977,-0.11314761733547792,ESM3_sm_both
0.43691522137501476,0.31989312326030356,0.1771650973025536,0.11839416172610441,ESM3_sm_both
0.4187384141176711,0.3312337028024564,0.13483741085312498,0.05506118042477638,ESM3_sm_both
0.4348262032085562,-0.6090909090909091,0.07692307692307693,0.44055944055944063,ESM3_sm_both
0.1429146231395111,0.11661643246830472,0.04066933438145789,0.003967035653470937,ESM3_sm_both
0.22737614009115809,-0.0581057489087749,0.1359344316803417,-0.07628916704619505,ESM3_sm_both
0.2743309556741999,0.2284191523258704,0.019514972695740433,0.020880753268536157,ESM3_sm_both
0.5074975198224607,-0.030639766965152658,0.2789843413375707,0.22270594026655072,ESM3_sm_both
0.20080606922712183,,0.17719298245614035,0.47017543859649114,ESM3_sm_both
0.6800045936114617,0.47563452242189563,0.28215363484485295,0.11545670256718413,ESM3_sm_both
0.711931904520199,0.5434408081188001,0.42143450852737163,-0.03222407771615489,ESM3_sm_both
0.463384025069126,0.1569431028600632,0.12550884443841606,0.16068673054981528,ESM3_sm_both
0.1965623394191859,0.19154269259758744,0.012906226017524502,0.15602788515941976,ESM3_sm_both
0.4538826785062787,0.3572505082807852,0.06219009213798106,0.10695671845219476,ESM3_sm_both
0.44438529852030284,0.14337290801105138,0.15551058012448699,0.2078376125125163,ESM3_sm_both
0.38406907030768045,0.4458822045545296,0.22147932333199316,-0.20394873246445114,ESM3_sm_both
0.5143460579207396,0.13892050441037954,0.19153753494450934,0.2806484781751616,ESM3_sm_both
0.40449616071938577,0.013484225697966156,0.10584761143068074,0.14663631609708083,ESM3_sm_both
0.6048862318276501,0.618870123537985,0.17567891087584042,0.05902711896676457,ESM3_sm_both
0.5399990902207936,0.29358963239556846,0.383928273186008,-0.08361737527850926,ESM3_sm_both
0.49980220956808785,0.6422770481190189,0.2266018223520734,-0.042791436201274215,ESM3_sm_both
0.27775207602278756,0.17304447378948704,0.04180183701387532,-0.07762360758256791,ESM3_sm_both
0.4750757530995109,0.27348399626110137,0.21916331122372973,0.15095071035599952,ESM3_sm_both
0.35427255965670434,0.31729677257406913,0.018935307789869113,-0.13816424521635778,ESM3_sm_both
0.6645878082638548,0.47268494400765426,0.12167015892673404,0.15443811555465817,ESM3_sm_both
0.7337580170568205,0.5096915976851513,0.47374155840048765,0.03150134075784751,ESM3_sm_both
0.6646775230426046,0.5251154108404402,0.11114930753177764,0.261826598368431,ESM3_sm_both
0.36058249309286944,0.33403867865581194,0.1656887073971598,0.04880505457450156,ESM3_sm_both
0.7508209783003492,0.5674337928040729,0.3389649048918878,-0.039936215369941054,ESM3_sm_both
0.3498235137416994,0.10943592322020364,0.07793393544488271,0.016732730640377155,ESM3_sm_both
0.41191250644360355,0.30622650069414836,0.10238742404044252,0.1215872301379824,ESM3_sm_both
0.578381158228463,0.1335493860929252,0.3255870789846333,0.09547204508050415,ESM3_sm_both
0.1077436037021648,0.13735529114856979,-0.037478844470382265,0.17337029471841262,ESM3_sm_both
0.5752915348970018,0.5788143715221158,0.06798809890818344,0.03554516196293259,ESM3_sm_both
0.5188937654559145,0.34304209907198446,0.01489067280480195,0.15010039963633745,ESM3_sm_both
0.6875625207438052,0.5584380844957514,0.2870600859481512,0.1898251489059495,ESM3_sm_both
0.3957491459679962,-0.010530245788701719,0.32133712660028446,0.04753911806543385,ESM3_sm_both
0.2708136863311548,0.10018047948280066,0.11109073630314703,0.03077740470105056,ESM3_sm_both
0.16277173798581338,0.08922085415146266,0.0994931956753272,-0.0335232909176133,ESM3_sm_both
0.1833106072288659,-0.039639299882514564,0.08148190690753795,0.15026232261654016,ESM3_sm_both
0.5780616708223648,0.2312640467448283,0.2748453538244341,0.17787347261664047,ESM3_sm_both
0.44107836607836604,0.3150200827548,0.15244267549575571,0.022788911979148327,ESM3_sm_both
0.3101719591439436,0.30199778563620394,0.05554953129240641,-0.06932717910546494,ESM3_sm_both
0.6814462674934516,0.3930929510861534,0.34120668176703234,0.1584999788610324,ESM3_sm_both
0.6225119807142261,0.446589056269704,0.2290205630962517,-0.04014899402657845,ESM3_sm_both
0.5573647960499388,0.3582392396500876,0.23866588746212591,0.16518526099837266,ESM3_sm_both
0.2496014886162448,-0.05105642102249684,0.014588874865029935,0.007550583599441804,ESM3_sm_both
0.516174293051859,0.5918790388112836,0.02683770206384738,-0.23687096549658554,ESM3_sm_both
0.7873180596682142,0.4953852205247931,0.550433001006685,0.10318738331778057,ESM3_sm_both
0.5391893129137298,0.4929489519208593,0.13880609473108077,0.153483661811041,ESM3_sm_both
0.5764242435553928,0.15039056049983882,0.25159737840200946,0.2269703930345097,ESM3_sm_both
0.628049662355175,0.20741706529809625,0.284133837366782,0.07504423126321817,ESM3_sm_both
0.6910034797501005,0.41711780488073436,0.32160947321550326,0.0049951818720856715,ESM3_sm_both
0.1480957274405274,-0.024747573815416396,0.03657549399476414,-0.04703080868265132,ESM3_sm_both
0.41230022566828517,0.17971009978188113,0.17437110814401247,-0.00803191859096525,ESM3_sm_both
0.6833932198379755,0.3329810564286958,0.33408791454200326,0.023124837160829272,ESM3_sm_both
0.4993336258259284,0.18096093479173186,0.21254444869640826,0.10078958988331328,ESM3_sm_both
0.7492721802512826,0.49397021549707926,0.3978645666740339,0.1272985543217283,ESM3_sm_both
0.27092933947772657,0.3096774193548388,-0.2573529411764706,0.29656862745098045,ESM3_sm_both
0.3870113479557562,0.28403100178351715,0.1774990062773956,0.009938000751185637,ESM3_sm_both
0.4246683622946556,0.3627985561656168,0.075708286241802,-0.0014235422580155825,ESM3_sm_both
0.22369555662064597,-0.11533646554385792,0.149989933045132,0.001874633710320488,ESM3_sm_both
0.7533624985807102,0.38560637206043347,0.33147095522571907,0.13091328447373285,ESM3_sm_both
0.2965540349912872,0.24065350233564162,0.045450082629302814,0.05851931789909906,ESM3_sm_both
0.35873848852312973,0.10970526137035634,0.19917243697067877,0.21635961947892626,ESM3_sm_both
0.7127950927304383,0.6420470087075597,0.2621097803519785,-0.007691830000992043,ESM3_sm_both
0.19639237086036684,0.32841122932209665,-0.17360113375360406,0.039933435700378335,ESM3_sm_both
0.6913692804354342,0.5558376444962525,0.1676521461908337,0.14833470709603827,ESM3_sm_both
0.5414777345783505,0.2518919791491508,0.325671208018344,0.12237722590514018,ESM3_sm_both
0.24918231228099527,0.09667778646259009,0.09744453360497762,0.0757513294389982,ESM3_sm_both
0.7388751986779059,0.4418128757779263,0.434193903130696,0.1961636742275004,ESM3_sm_both
0.4732759493731939,0.45198137277970823,0.05151121316298778,0.029709570538136724,ESM3_sm_both
